INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/09/2016,710,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Trabajo, Empleo y Seguridad Social",,,,,¿Qué opinión le merece el nivel salarial promedio de nuestro país? ¿Cómo lo evalúa en comparación a los demás países de la región? ,SI,"Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,NIVEL SALARIAL
96,26/09/2016,28/09/2016,711,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,"¿Cuáles fueron los criterios técnicos y económicos que motivaron el dictado, por parte del Ministerio de Energía y Minería, de la Resolución 41/16 en la cual se ajustó el precio en punto de ingreso al sistema de transporte (PIST) para el gas natural, con destino a la generación de electricidad a ser comercializada en el ámbito del MERCADO ELÉCTRICO MAYORISTA (MEM) o, en general, destinada a la provisión del servicio público de distribución de electricidad. Asimismo, se le solicita remita copia de los informes técnicos elaborados por funcionarios del Ministerio de Energía y Minería en relación con los análisis de costos  de producción de las empresas productoras de gas.",SI,Energía y Minería,Energía eléctrica  ,CRITERIOS AJUSTE PRECIO PUNTO DE INGRESO GAS
96,26/09/2016,28/08/2016,712,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Transporte,,Ministerio de Justicia y Derechos Humanos,,"En virtud de la información aparecida en los medios de comunicación social, mediante la cual se informa sobre la contratación de cursos de oratoria personal para el Ingeniero Javier Iguacel, Administrador General de Vialidad Nacional, por un monto de $ 25.000 mensuales facturados por la Escuela de Arte de Cecilia Maresca, monto este que sería solventado con fondos públicos del Organismo: ","Se solicita informe si sobre el particular ha tomado debida intervención la Auditoría Interna del Organismo y la Oficina Anticorrupción, ante la eventualidad  que pudiera configurarse posible “Malversación de caudales públicos” y/o “Negociaciones incompatibles con el ejercicio de funciones públicas”, y en su caso detalle las conclusiones a las que se hubiera arribado.",SI (TRANSPORTE Y JUSTICIA),Transporte ,Oficina anticorrupción,CONTRATACIÓN EN VIALIDAD NACIONAL
96,26/09/2016,28/09/2016,713,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),"Ministerio de Interior, Obras Públicas y Vivienda",,Ministerio de Transporte,,,"Se solicita informe los montos transferidos a la Provincia del Chubut  (Gobierno Provincial y Municipios) en concepto de pago de certificaciones de obra pública nacional realizados durante el corriente ejercicio presupuestario, identificando cada obra y el monto transferido en relación a las mismas",SI (ANEXO),"Interior, Obras Públicas y Vivienda",Relaciones con las Provincias,PAGO OBRA PÚBLICA CHUBUT
96,26/09/2016,28/09/2016,714,,"Pais, Juan Mario (CHU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Transporte,,,,,"Vialidad Nacional, detalle el nivel de ejecución correspondiente al corriente en relación con los contratos de mantenimiento de la red vial nacional de la Provincia del Chubut, especificando trabajos realizados y montos certificados y pagados",SI,Transporte ,Obras Viales,EJECUCIÓN PRESUPUESTARIA DE VIALIDAD NACIONAL
96,26/09/2016,28/08/2016,715,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Plan Belgrano,,,,"El Plan Belgrano propone un ambicioso plan de infraestructura para diez provincias del norte argentino. Sin embargo, se dejó fuera el norte de Santa Fe, que tiene características similares a las provincias incorporadas, por lo quedebe estar incluido. Porque la señal en un proyecto tan ambicioso tiene que ser abarcativa y tiene que darle a esos más de cuatrocientos mil habitantes de nuestro norte la pertenencia a una matriz productiva y a una regionalidad. 

En relación a ello, sírvase informar :","Se tiene previsto impulsar la modificación del Decreto 435/16 de modo tal de incorporar los Departamentos de General Obligado, Vera, 9 de Julio, San Justo, San Cristóbal, San Javier y Garay de la provincia de Santa Fe en el Plan Belgrano",SI,PlanBelgrano,Gestión de obras,INCLUSIÓN DE LOCALIDADES DE SANTA FE
96,26/09/2016,28/09/2016,716,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,"En su anterior informe, al ser interrogado sobre el Gasoducto Regional Lechero, se respondió: “Las obras del Gasoducto Regional Lechero se encuentran en licitación a la fecha de la presente. El plazo de las obra se estima en 1 año, con financiamiento del Estado Nacional” (respuesta a) a la pregunta N° 573)."," En relación a ello, sírvase informar el estado actual de la licitación.",SI,Agroindustria ,Industria Láctea,LICITACIÓN GASODUCTO LECHERO
96,26/09/2016,28/09/2016,717,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),AFIP,,,,"Mediante la  Ley N° 27.173 (BO 22/09/2015) se creó la Aduana con asiento en la ciudad de Venado Tuerto, Departamento de General López, provincia de Santa Fe.
La instalación de dicha aduana tiene entre sus finalidades  potenciar las exportaciones en la zona, uno de los polos productivos más importantes de la región pampeana. No obstante el tiempo transcurrido desde la sanción de la Ley N° 27.173, hasta el momento la Aduana de Venado Tuerto no ha sido puesta en funcionamiento",¿Cuándo se dará cumplimiento a lo establecido por la ley y se pondrá en marcha la Aduana de Venado Tuerto?,SI,AFIP,Organismos,AFIP/ADUANA EN VENADO TUERTO
96,26/09/2016,28/08/2016,718,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),AFIP,,,,"La Ley N° 27.174 (BO 22/09/2015) creó una Aduana con asiento en la ciudad de Rafaela, Departamento Castellanos, provincia de Santa Fe. De esta forma se elevó de categoría al existente  Resguardo Jurisdiccional de Registro  -también llamado Resguardo Aduanero .
Mediante la Disposición 479/15 de fecha 3 de noviembre de 2015, la AFIP creó la unidad orgánica con nivel de División denominada “Aduana de Rafaela” y le asignó idéntica acción y tareas que las establecidas para sus similares. Posteriormente por intermedio de la Disposición 519/15 (BO 23/11/2015) de AFIP se designó al Administrador de la misma.
Sorpresivamente en el mes de mayo, en lo que representa una clara inobservancia de la Ley mencionada y un retroceso para el potencial exportador de la región, la Agencia Federal de Ingresos Públicos a través de la disposición 123/16 cesó en sus funciones al administrador de la aduana sin disponer su reemplazo, por lo que la misma retornó –de hecho- al status anterior de Resguardo Aduanero.La Aduana de Rafaela debe funcionar en forma inmediata como el marco institucional de la ley que así lo establece. Hemos recibido el reclamo de empresas operadoras y de la Cámara de Comercio Exterior solicitando su inmediato restablecimiento.

 En relación a ello, sírvase informar:","a)Los motivos que llevaron a esta inobservancia de la Ley N° 27.174.

b)Dado los inconvenientes que genera la falta del pleno funcionamiento de la Aduana de Rafaela, se le solicita que informe cuándo se restablecerá la institucionalidad que fija la Ley N° 27.174.",SI,AFIP,Organismos,AFIP/ADUANA EN RAFAELA
96,26/09/2016,28/09/2016,719,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Transporte,,,,"En su anterior informe presentado ante este Honorable Senado, se mencionó que el proyecto de ensanche del puente carretero sobre la Ruta Nacional N° 11 Reconquista-Avellaneda, de la provincia de Santa Fe, “se ejecutará entre 2017 y 2018, como parte del paquete de obras iniciales que realizará el futuro concesionario de este corredor”(respuesta a) a la pregunta 572). Esta es una obra de vital importancia para todo el corredor de la Ruta Nacional N° 11, siendo clave esta obra para facilitar el tránsito y la seguridad en el cruce de estas dos ciudades","En relación a lo anterior, sírvase informar las razones por las cuales no comenzará a ejecutarse en este año 2016 esa obra.",SI,Transporte ,Obras Viales,PUENTE CARRETERO RUTA 11 RECONQUISTA AVELLANEDA
96,26/09/2016,28/09/2016,720,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,"Dada la situación de emergencia que vivió la cuenca lechera, sumado a las dificultades que persisten por los altos niveles en la capa freática, que impiden la recuperación de la zona, el sector lechero ha agravado aún más su difícil situación. 

En relación a ello, sírvase informar:","¿Qué nuevo apoyo directo se piensa brindar ante la prolongación de esta situación, siendo el sector lechero tan importante para la economía nacional?",SI,Agroindustria ,Industria Láctea,CRISIS TAMBERA 
96,26/09/2016,28/08/2016,721,,"Perotti, Omar Ángel (SFE - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,"En el marco de la construcción del GNEA está prevista la instalación de estaciones reductoras de presión en distintas localidades de la provincia de Santa Fe para atender sus necesidades de gas domiciliario, industrial y comercial. En este sentido, y teniendo en cuenta la preocupación manifestada por las autoridades de dichas localidades respecto a la capacidad mínima de las estaciones reductoras proyectadas, sírvase informar:","a)Las bases sobre las cuales se realizó el cálculo para determinar el consumo requerido de gas para uso domiciliario, industrial y comercialsobre el que se proyectó la construcción de las estaciones reductoras de presión del GNEA en el tramo que atraviesa la provincia de Santa Fe.

b)Si se ha previsto la readecuación de las mismas en el caso de que no se contemplaran esos dos tipos de consumo (industrial y comercial).",SI,Energía y Minería,Obras hidrocarburíferas,GASODUCTO NEA
96,26/09/2016,28/09/2016,722,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,Ministerio de Producción,,,¿Cómo está actualmente la balanza comercial de la economía entre importaciones y exportaciones en el país? ¿El gobierno tomó nota de la caída del empleo y cierre de empresas (pymes) por el aumento de las importaciones? ¿Cuál es el plan económico del gobierno con relación a este problema?,SI (Producción),Hacienda y Finanzas Públicas,Política Económica,SITUACIÓN BALANZA IMPORTACIÓN / EXPORTACIÓN
96,26/09/2016,28/09/2016,723,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,"¿Con que medidas sociales y/o económicas el gobierno hará frente al ajuste fiscal (subas de tarifas, etc.) para evitar daños irreparables en el plano de los sectores más vulnerables? ",,Hacienda y Finanzas Públicas,Política Económica,AJUSTE FISCAL
96,26/09/2016,28/08/2016,724,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,Ministerio de Desarrollo Social,,"Observatorios del Centro de Economía Política Argentina (CEPA), de la Universidad Católica Argentina (UCA), a través de su Observatorio de la Deuda Social, también el Centro Scalabrini Ortiz, advirtieron un crecimiento en los índices de pobreza e indigencia","¿cuáles son los índices que maneja el gobierno desde de diciembre 2015 a la actualidad? ¿Que políticas activas piensa ejecutar respecto estos sectores vulnerables? ¿Hay algún plan de transferencia de recursos a estos sectores en el corto plazo, como sí lo hubo respecto de sectores antagónicos como fue el caso de las mineras, donde se le quitaron retenciones apenas asumió el gobierno nacional mediante  decreto 349/2016?",SI,Hacienda y Finanzas Públicas,Política Económica,POBREZA CERO
96,26/09/2016,28/09/2016,725,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,"Respecto del sector minero, ¿cuáles han sido los resultados en materia de inversión del sector, a partir de la política del gobierno nacional de quita de retenciones al sector minero decreto 349/2016 y cuánta mano de obra directo incrementó el sector por esta medida?",SI,Energía y Minería,Minería  ,INVERSIONES SECTOR MINERO
96,26/09/2016,28/09/2016,726,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Salud,,,,"Red Argentina de Personas Viviendo con VIH/Sida (Redar+), informó sobre  faltante  de reactivos para análisis y material preventivo, además se produjo la renuncia del Director del área de SIDA en el Ministerio de Salud, el Dr. Carlos Falistocco","¿Cuál es presupuesto ejecutado del área lucha contra el Sida en lo que va del año, y cuál era el presupuesto ejecutado en la misma fecha en 2015? ¿Cuál es la situación respecto al stock de material para análisis y material preventivo? ",SI,Salud  ,Programas/servicios de salud,REACTIVOS DETECCIÓN VIH/SIDA
96,26/09/2016,28/08/2016,727,,"Pérsico, Daniel Raúl (SLU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),AFIP,,Ministerio de Hacienda y Finanzas Públicas,,,"¿Hasta el momento, cuál ha sido el resultado de recaudación de la AFIP del denominado blanqueo o “sinceramiento fiscal”, por el dinero o activos que los argentinos tienen no declarados?",,AFIP,Recaudación,RECAUDACIÓN BLANQUEO DE CAPITALES
96,26/09/2016,28/09/2016,728,,"Riofrío, Marina Raquel (SJU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Defensa,,,,,"Se expida sobre el alcance de la convocatoria del Presidente de la Nación Mauricio Macri respecto de “una participación activa de las fuerzas  armadas” en la vida del país,  expresada en la Cena Anual de Camaradería de las Fuerzas Armadas realizada el 01 de agosto del corriente año en el edificio Libertador, en que manifestó se requiere de las mismas “para caminar hacia una Argentina con pobreza cero”.",SI,Defensa ,FF.AA.,FFAA EN SEGURIDAD INTERIOR
96,26/09/2016,28/09/2016,729,,"Riofrío, Marina Raquel (SJU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Educación y Deportes,,,,,"Informe sobre las causas de la desarticulación del área de estadística educativa de la DiNIEE (Dirección Nacional de Información y Estadística Educativa del Ministerio de Educación y Deporte de la Nación) área que durante más de 20 años trabaja recabando información, elaborando datos y construyendo estadísticas, a la vez que articula la labor de los equipos técnicos con los equipos profesionales de dicho Ministerio. 
Dé cuenta de quien continuará realizando tal relevamiento y bajo qué dependencia del Estado seguirá funcionando.
Cuáles son las acciones previstas para lo que resta del año 2016.",SI,Educación y Deportes,Organismos,SITUACIÓN DIRECCIÓN DE ESTADÍSTICAS
96,26/09/2016,28/08/2016,730,,"Riofrío, Marina Raquel (SJU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Consejo Nacional de Políticas Sociales,,,,"En relación a la implementación del Plan Nacional de Acción para la Prevención, Asistencia y Erradicación de la Violencia contra las Mujeres 2017-2019, presentado por el Sr. Presidente de la Nación el pasado 26 de julio del corriente, se solicita informe y detalle:","Medidas y acciones previstas para el año en curso por parte del Consejo Nacional de las Mujeres y de los demás organismos públicos involucrados, y si se han previsto readecuaciones presupuestarias, con el detalle de las mismas.
Localidades y provincias en las que se prevé construir los 36 Hogares de Protección Integral destinados a mujeres en situación de violencia.",SI,Consejo Nacional de Políticas Sociales,Política de Género/Violencia de Género,PLAN NACIONAL VIOLENCIA DE GENERO 2017-2019
96,26/09/2016,28/09/2016,731,,"Riofrío, Marina Raquel (SJU - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Consejo Nacional de Políticas Sociales,,,,"En relación a la implementación del Plan Nacional de Acción para la Prevención, Asistencia y Erradicación de la Violencia contra las Mujeres 2017-2019, presentado por el Sr. Presidente de la Nación el pasado 26 de julio del corriente.
Asimismo, no surge del documento qué costo deberán afrontar las provincias para la implementación de los dispositivos previstos por el Plan Nacional. Si bien el Consejo Nacional de las Mujeres es el organismo responsable, en muchos casos las acciones deben implementarse en asociacióncon las áreas mujer provinciales, pero no surge del documento en qué consiste esta asociación. En este sentido, se solicita informe:","En qué consiste la asociación con las áreas mujer provinciales prevista y esperada. 
Detalle de las transferencias de recursos destinados al fortalecimiento de la institucionalidad de género previstas para el período 2017, en particular relacionadas con las siguientes acciones.
Apoyo económico para la creación de las áreas mujer municipales.
Apoyo económico para la creación de Observatorios locales de Violencia de Género.",SI,Consejo Nacional de Políticas Sociales,Política de Género/Violencia de Género,IMPLEMENTACIÓN Y DESARROLLO PLAN NACIONAL VIOLENCIA DE GENERO
