INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,474,Interbloque Frente Para la Victoria - PJ y Aliados,,"Informe –según lo adelantado por la canciller Malcorra a las comisiones de Relaciones Exteriores y Culto, y de Defensa Nacional de la Cámara de Diputados– sobre el posible despliegue de efectivos de la Fuerza de Paz Conjunta argentino-chilena “Cruz del Sur” en el marco de la Misión establecida por la resolución del Consejo de Seguridad de la ONU N° 2261/2016, en apoyo a la implementación de los acuerdos de paz entre el gobierno de la República de Colombia y las Fuerzas Armadas Revolucionarias de Colombia-Ejército del Pueblo (FARC-EP). 
 ¿Enviará el Poder Ejecutivo la solicitud de autorización al Congreso? Si la respuesta resultara negativa, ¿en qué fundan evitar ese requisito constitucional?
Describa en qué consistirá el aporte humano y material argentino a esta misión.",Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,ARGENTINA EN CONFLICTO COLOMBIA
95,22/08/2016,24/08/2016,475,Interbloque Frente Para la Victoria - PJ y Aliados,,"Aclarar las siguientes declaraciones del Presidente de la Nación y de su Ministro de Defensa, en las que se refieren al terrorismo y al narcotráfico como problemáticas a ser atendidas y/o conjuradas por los organismos castrenses. ",Ministerio de Defensa,Seguridad Interior  ,FUERZAS ARMADAS EN SEGURIDAD INTERIOR
95,22/08/2016,24/08/2016,476,Interbloque Frente Para la Victoria - PJ y Aliados,,"Sírvase detallar en qué países de África, Medio Oriente y/o Asia Central tiene previsto la República Argentina abrir nuevas agregadurías militares y/o de seguridad. Tenga a bien detallar las razones que habrían motivado tales aperturas.",Ministerio de Relaciones Exteriores y Culto,Organismos,NUEVAS AGREGADURÍAS EN EMBAJADAS
95,22/08/2016,24/08/2016,477,Interbloque Frente Para la Victoria - PJ y Aliados,,"Se requiere aclarar las expresiones de la Ministra de Relaciones Exteriores en las que afirmó que la problemática del narcotráfico argentino se halla ligada con el extremismo violento de África Occidental:

a)“Necesitamos que las Fuerzas Armadas se adapten a las demandas y requerimientos del siglo XXI, primero ayudándonos a nuestra política exterior, participando en misiones de paz; lo segundo, debido al cambio climático el pueblo argentino necesita de sus Fuerzas Armadas ahí, listas para reaccionar rápido y asistir; como también necesitamos que trabajemos juntos contra las amenazas del terrorismo”. (Declaraciones del Presidente Mauricio Macri del 30 de mayo de 2016 durante la celebración del Día del Ejército Argentino: http://www.telam.com.ar/notas/201605/149315-macri-dia-del-ejercito.html) 

b)""Avanzamos en una serie de temas que incluyen la participación en misiones de paz, la cuestión antártica y la lucha contra el narcotráfico"" (Declaraciones del Ministro de Defensa, Julio Martínez, del 15 de abril de 2016 durante la visita de la Subsecretaria de Estado para el Control de Armas y Asuntos de Seguridad Internacional de los Estados Unidos, Rose Gottemoeller: http://www.mindef.gov.ar/plantillaNoticia.php?notId=139).

c)“La Argentina se ha transformado en el tercer país exportador de coca en el mundo sin producir coca, esto muestra que los enemigos asimétricos que tenemos buscan como las aguas de los arroyitos cordobeses dónde es que se puede discurrir más fácilmente y han encontrado un ‘campo orégano’ en la Argentina. Nosotros exportamos la coca esencialmente a Europa, pero la exportamos a través del Golfo de Guinea. Esto significa que estamos financiando algunos de los grupos extremos de África occidental, como Boko Haram, AKIN y otros. Esto significa que nuestra problemática del narcotráfico está intrínsecamente integrada con la problemática del extremismo violento.” (Expresiones de la canciller, Susana Malcorra, durante su exposición ante el Senado de la Nación el pasado 4 de mayo de 2016).",Ministerio de Relaciones Exteriores y Culto,Narcotráfico  ,NARCOTRAFICO
95,22/08/2016,24/08/2016,478,Interbloque Frente Para la Victoria - PJ y Aliados,,"¿Cuál es el estado del programa Construir Empleo de los Clubes Unión de Arroyo Seco, Expediente N° 1690834/15, y Club Atlético Talleres, Expediente N° 1692189/2015, ambos de la Localidad Arroyo Seco,  y de las instituciones “Club Atlético Porvenir Talleres” N° de Proyecto 26-712- 29, “Club social y Deportivo Constitución” N° de Proyecto 26-712- 8 y “Club Riberas del Paraná” N° de CUIT 30-69049260- 8, ubicados en la localidad de Villa Constitución, todos estos de la Provincia de Santa Fe? ¿El Poder Ejecutivo Nacional ha evaluado el cierre del mismo? En caso de ser afirmativo, ¿cuáles son las razones que motivan esta medida y qué medidas ha considerado adoptar el Ministerio de Trabajo, Empleo y Seguridad Social, para paliar la eventual pérdida de puestos de trabajo que traería aparejado el cierre del Programa “Construir Empleo”?  ¿Se encuentra en conocimiento sobre la gravísima situación que ocasionaría la pérdida de los puestos de trabajo, fundamentales en la articulación de políticas referidas a potenciar las calificaciones y habilidades laborales de trabajadores afectados por problemáticas de empleo que les permitan adquirir o consolidar saberes propios del sector de la construcción y contribuir a la permanencia en su situación de empleo? ¿Está previsto continuar el programa de conformidad con las pautas dispuestas en el Presupuesto General de la Nación para el ejercicio 2016? ¿Cuál es la fecha estimada de ejecución de los programas mencionados?","Ministerio de Trabajo, Empleo y Seguridad Social",Política de Empleo y Desempleo  ,PROGRAMA CONSTRUIR EMPLEO EN SANTA FE
95,22/08/2016,24/08/2016,479,Interbloque Frente Para la Victoria - PJ y Aliados,,"Sírvase informar si el Poder Ejecutivo tiene previsto promover la participación y pedir autorización a este Congreso para el envío de Fuerzas Militares, Policiales y/u observadores a países de África, Medio Oriente y/o Asia Central?
Si la respuesta fuese afirmativa, sírvase detallar las características de las misiones en cuestión y el empeño militar y/o policial argentino.
 En el mismo sentido, tenga a bien responder si se ha discutido – y eventualmente firmado – algún acuerdo con los Estados Unidos y/o la Organización de Naciones Unidas (ONU) que contemple la participación y/ o cooperación de fuerzas militares o de seguridad argentinas en las regiones señaladas precedentemente.",Ministerio de Relaciones Exteriores y Culto,Operaciones,PARTICIPACIÓN ARGENTINA EN OPERACIONES INTERNACIONALES
95,22/08/2016,24/08/2016,480,Interbloque Frente Para la Victoria - PJ y Aliados,"En su última presentación en esta Cámara, ante una consulta que le formulé, usted respondió que no estaba en los planes del gobierno nacional militarizar la seguridad interior. Sin embargo, desde entonces en dos oportunidades -  en el día del Ejército y en la cena de Camaradería de las Fuerzas Armadas– el Presidente Macri sugirió que el terrorismo y el narcotráfico serían responsabilidades de las FFAA. 
En el mismo sentido el Ministro de Defensa ha mantenido reuniones con funcionarios de otros países (de EEUU y Rusia específicamente) donde discutió asuntos relativos a narcotráfico y terrorismo.","¿cambió la postura del gobierno respecto a la que usted oportunamente manifestara? ¿Se equivocó aquella vez cuando dijo que el gobierno no piensa militarizar la seguridad? ¿Por qué usted dice una cosa y el Presidente y Comandante en Jefe de las FFAA y su Ministro de Defensa dicen otra?
informe si se encuentra en curso en el ámbito del Poder Ejecutivo (particularmente del Ministerio de Defensa) una revisión del Decreto Reglamentario de la Ley de Defensa Nacional (Nro. 727/2006).",Ministerio de Defensa,Seguridad Interior  ,FUERZAS ARMADAS EN SEGURIDAD INTERIOR
95,22/08/2016,24/08/2016,481,Interbloque Frente Para la Victoria - PJ y Aliados,En diferentes reuniones bilaterales entre funcionarios argentinos y norteamericanos se informó sobre acuerdos de cooperación entre Argentina y Estados Unidos en torno a cuestiones antárticas involucrando una base en la ciudad de Ushuaia (Polo Logístico Antártico).,Sírvase ampliar los alcances del acuerdo alcanzado entre los dos países. ¿Habrá personal militar estadounidense de manera permanente en esta Base?; ¿la Base asistirá a personal militar estadounidense afectado exclusivamente a tareas antárticas? ¿en qué términos?; ¿los medios navales norteamericanos (portaaviones y otros buques de gran porte) que usualmente realizan el cruce interoceánico por el Estrecho de Magallanes utilizarán en alguna forma la Base de Ushuaia?,Ministerio de Relaciones Exteriores y Culto,Acuerdos internacionales  ,ACUERDOS INTERNACIONALES CON EEUU
95,22/08/2016,24/08/2016,482,Interbloque Frente Para la Victoria - PJ y Aliados,,¿Tenga a bien informar la dotación y status operativo de los medios aéreos y navales de las Fuerzas Armadas. Sírvase hacerlo por tipo de sistema de armas y fuerza que lo opera.,Ministerio de Defensa,FF.AA.,MEDIOS AEREOS Y NAVALES DE LAS FFAA
95,22/08/2016,24/08/2016,483,Interbloque Frente Para la Victoria - PJ y Aliados,Unas  semanas atrás la página web oficial del Ministerio de Defensa informaba acerca de un curso de “Defensa y Seguridad Nacional” por parte de un oficial de las Fuerzas Armadas de Estados Unidos en la Escuela de Defensa Nacional,Sírvase describir los contenidos del curso y explicar por qué por primera vez desde 1983 una dependencia oficial del Poder Ejecutivo vuelve a enseñar lineamientos asociados al concepto totalizador de la Seguridad Nacional. ¿Está en los planes del gobierno reinstaurar la Doctrina de Seguridad Nacional?,Ministerio de Defensa,FF.AA.,CAPACITACIÓN EXTRANJERA
95,22/08/2016,24/08/2016,484,Interbloque Frente Para la Victoria - PJ y Aliados,"Hemos observado con preocupación que desde la asunción de la actual administración en el Poder Ejecutivo desapareció información importantísima de la página web oficial del Ministerio de Defensa. Concretamente han desaparecido, por caso, el buscador de resoluciones; el denominado “Informe Rattenbach”, diversos informes de Derechos Humanos, los Libros Blancos de la Defensa 2010 y 2015. En este último caso preocupan también las repercusiones internacionales, ya que estos instrumentos están reconocidos en diversos foros como una medida de confianza mutua. Son numerosos los académicos, investigadores y miembros de la sociedad civil que se ven afectados por la desaparición de esta información.",¿A qué responde esta opacidad que resulta contradictoria con las iniciativas de promover un mayor acceso a la información pública?,Ministerio de Defensa,Acceso a la información,INFORMACIÓN EN LA WEB DE DEFENSA
95,22/08/2016,24/08/2016,485,Interbloque Frente Para la Victoria - PJ y Aliados,Recientemente el Poder Ejecutivo emitió el Decreto N°721/2016 que derogó decretos de los primeros años de gobierno del Presidente Alfonsín en los albores de nuestra recuperada democracia. Esos decretos tenían por finalidad consolidar el paradigma de “control civil” de las Fuerzas Armadas y del gobierno político del Instrumento Militar. ,¿Qué motivó esta decisión del Poder Ejecutivo? ¿Piensa el Gobierno Nacional robustecer el autogobierno militar?,Ministerio de Defensa,FF.AA.,DECRETO 721/06
95,22/08/2016,24/08/2016,486,Interbloque Frente Para la Victoria - PJ y Aliados,"Recientemente el Poder Ejecutivo emitió el Decreto N°656/2016 modificatorio del Decreto N°1311/2015 que establecía que aquellos gastos de la Agencia Federal de Inteligencia (AFI) que no requirieran por su naturaleza algún grado de reserva o confidencialidad, pudieran ser de acceso público. ",¿Por qué se resolvió esto Sr. Ministro? ¿Cuál es la necesidad de ocultar gastos y partidas presupuestarias que no afectan las tareas y actividades que deban mantenerse en reserva y/o confidencialidad? ,Agencia Federal de Inteligencia,Inteligencia,GASTOS SECRETOS
95,22/08/2016,24/08/2016,487,Interbloque Frente Para la Victoria - PJ y Aliados,"El Gobierno firmó un acuerdo entre la ANSES y la Secretaría de Comunicación a los fines de que la ANSES ceda y comparta la información de sus bases de datos, que son las más completas y actualizadas, con la Secretaría de Comunicación. ","Sin perjuicio de que se trata de una cesión que contradice y viola las normas de la ley de protección de datos personales, quiero saber qué  medidas adoptará el gobierno para evitar que esos datos se utilicen, vulnerando derechos individuales, para realizar campañas políticas y/o persecuciones políticas-",Jefatura de Gabinete,Jefatura de Gabinete,USO BASE DE DATOS DE ANSES
95,22/08/2016,24/08/2016,488,Interbloque Frente Para la Victoria - PJ y Aliados,"El Gobierno está impulsando la implementación de la boleta electrónica en todo el país y quiere hacerlo de manera inmediata en todo el territorio del país. Sin perjuicio de los reparos que pueden formularse acerca de la seguridad del sistema y de los serios problemas que se advierten en función de los criterios que se establecen para la confección de la listas de candidatos, genera gran preocupación el costo que la reforma que se impulsa significará. Si se tiene en cuenta que el costo de implementación solo en la CABA en el 2015 fue de aproximadamente 500 millones.","¿cuánto calcula el gobierno que será el costo para la implementación en todo el territorio del país? ¿En el contexto actual, como podría justificarse tal inversión?","Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,VOTO ELECTRÓNICO
